,Lemmatized Text,Labels
4121,doc prescribed morphine cause pain med enough waiting mom bring med kick fast gonna try later,ham
4122,cool want go kappa meet outside mu,ham
4123,hey sexy bun told adore loverboy hope remember thank sister law meatball grin love babe,ham
4124,may b approve panalam post,ham
4125,spjanuary male sale hot gay chat cheaper call number national rate numberp min cheap numberp min peak stop text call number numberp min,spam
4126,sorry call later,ham
4127,thnk wrong calling u,ham
4128,workin get job,ham
4129,done mean,ham
4130,luck love someone fortune love one love,ham
4131,hi baby ive got back work wanting see allday hope didnt piss phone today give call xxx,ham
4132,freemsg today day ready horny live town love sex fun game netcollex ltd numberp per msg reply stop end,spam
4133,yahoo boy bring perf legal,ham
4134,need say anything know outsider,ham
4135,ever one foot,ham
4136,got lt gt,ham
4137,good need receipt well done _ yes please tell number could ring,ham
4138,ever green quote ever told jerry cartoon person irritates always one love vry much fails express gud nyt,ham
4139,leave wif lar wan carry meh heavy da num number familiar _,ham
4140,beautiful truth expression face could seen everyone depression heart could understood loved one gud ninumber,ham
4141,infact happy new year seeing,ham
4142,simpson movie released july number name band died start film green day b blue day c red day send b c,spam
4143,shame maybe cld meet hr tomo,ham
4144,lol would despite cramp like girl,ham
4145,cant wait cornwall hope tonight isnt bad well its rock night shite anyway im going kip good night speak soon,ham
4146,pls help tell sura expecting battery hont pls send message download movie thanks,ham
4147,please call amanda regard renewing upgrading current mobile handset free charge offer end today tel number number number subject c,spam
4148,found way get another app phone eh go net cafe take job geeee need babe crave see,ham
4149,work mon thurs sat cant leh booked liao day free,ham
4150,comin fetch u oredi,ham
4151,nanny address,ham
4152,urgent number costa del sol holiday currencynumber await collection call number toclaim sae tc poboxnumber stockport sknumberxh costcurrencynumber pm maxnumbermins,spam
4153,haf eaten wat time wan number come,ham
4154,want new video phone number anytime network min half price line rental free text number month reply call number free delivery,spam
4155,yo call get chance friend mine wanted ask big order,ham
4156,single single answer fighting plus said broke didnt reply,ham
4157,certainly put thing perspective something like happens,ham
4158,got tv number watch meh work today,ham
4159,felt conveying reason ese,ham
4160,mobile number month r entitled update latest colour mobile camera free call mobile update co free number,spam
4161,going got exciting karaoke type activity planned debating whether play football eve feeling lazy though,ham
4162,told coming wednesday,ham
4163,ok called mom instead fun,ham
4164,dear voucher holder claim week offer pc please go http www wtlp co uk text t c apply,spam
4165,well desperate call armand,ham
4166,work right,ham
4167,congrats nokia number video camera phone call number call cost numberppm ave call numbermins vary mobile number close number post bcmnumber ldn wcnumbernnumberxx,spam
4168,heard anything answering text guessing flaked said jb fantastic,ham
4169,mmmmmm love much ahmad wait year begin every second take closer side happy new year love,ham
4170,pls full name joke school co fee university florida seem actually lt gt k pls holla back,ham
4171,sorry call later,ham
4172,ok said got wisdom teeth hidden inside n mayb need number remove,ham
4173,pls pls drink plenty plenty water,ham
4174,queen going royal wedding,ham
4175,lag sad part keep touch thanks skype,ham
4176,ok lor go tog lor,ham
4177,two team waiting player,ham
4178,_ send copy da report,ham
4179,swhrt dey hope ok tot numberday love n miss take care,ham
4180,ok da already planned wil pick,ham
4181,urgent please call number abta complimentary number spanish holiday currencynumber number cash await collection sae c box number ponumber numberez numberppm number,spam
4182,sorry call later meeting,ham
4183,really need shit tomorrow know awake like number,ham
4184,good registered vote,ham
4185,hmm ok stay like hour co eye really sore,ham
4186,dear got bus directly calicut,ham
4187,mm umma ask vava also come tell play later together,ham
4188,well general price lt gt oz let know much want,ham
4189,sorry call later,ham
4190,moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish find today good morning,ham
4191,lt gt w jetton ave forgot,ham
4192,ok coming home,ham
4193,use foreign stamp country,ham
4194,double min txts number numbermonths free bluetooth orange available sony nokia motorola phone call mobileupdnumber number callnumberoptout nnumberdx,spam
4195,sorry lot friend friend stuff talk actual guy want buy,ham
4196,free numberst week nonumber nokia tone number mob every week txt nokia number get txting tell mate www getzed co uk pobox number wnumberwq normnumberp tone number,spam
4197,want funk fone weekly new tone reply tonesnumberu number text www ringtones co uk original n best tone numbergbp network operator rate apply,spam
4198,cmon babe make horny turn txt fantasy babe hot sticky need reply cost currencynumber number cancel send stop,spam
4199,come tomorrow di,ham
4200,wylie update weed dealer carlos went freedom class lunsford,ham
4201,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,ham
4202,c movie juz last minute decision mah juz watch number lar tot _ interested,ham
4203,enjoying semester take care brother,ham
4204,important information number orange user numberxxxxxx today lucky day number find log onto http www urawinner com fantastic prizeawaiting,spam
4205,get door,ham
4206,let use next week princess,ham
4207,go home first lar _ wait number lor put stuff first,ham
4208,want kfc tuesday buy number meal number gravy number mark number,ham
4209,da stupid da always sending like believe message pandy mental,ham
4210,oi gonna ring,ham
4211,missed call alert number called left message number,spam
4212,attended nothing,ham
4213,ard number like dat lor juz meet mrt station _ dun haf come,ham
4214,dear sleeping p,ham
4215,er mw filled tuth aight,ham
4216,office around number pm going hospital,ham
4217,actually waiting number week start putting ad,ham
4218,anything lor go go lor,ham
4219,free sat rite wan number watch infernal affair wif n darren n mayb xy,ham
4220,plz note anyone calling mobile co amp asks type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,ham
4221,yo around friend mine lookin pick later tonight,ham
4222,stupid auto correct phone,ham
4223,double eviction week spiral michael good riddance,ham
4224,world suffers lot violence bad people silence good people,ham
4225,ok thats cool either raglan rd edward rd behind cricket ground gimme ring closeby see tuesday,ham
4226,buy one egg da please,ham
4227,started skye,ham
4228,bookedthe hut also time way,ham
4229,several sir,ham
4230,really pig leh sleep much dad wake number smth number eat lunch today,ham
4231,home please call,ham
4232,love hope anything drastic dare sell pc phone,ham
4233,reached home tired come tomorro,ham
4234,freemsg record indicate may entitled number pound accident claim free reply yes msg opt text stop,spam
4235,win currencynumber music gift voucher every week starting txt word draw number tscs www idew com skillgame numberwinaweek agenumber numberppermesssubscription,spam
4236,life style garment account please,ham
4237,lol wtf random btw lunch break,ham
4238,sez hows de arab boy hope r good give love number evrynumber love ya eshxxxxxxxxxxx,ham
4239,lay man let know missed thought great day send bimbo ugo number ill appreciate safe,ham
4240,detroit home snow enjoy,ham
4241,show colour euro number number number number offer get england flag numberlions tone phone click following service message info,spam
4242,okie,ham
4243,aight chillin friend room text way,ham
4244,toshiba portege mnumber gd,ham
4245,well welp sort semiobscure internet thing,ham
4246,text pas number collect polyphonic ringtones normal gprs charge apply enjoy tone,spam
4247,accordingly repeat text word ok mobile phone send,spam
4248,loosu go hospital de let careless,ham
4249,much eighth,ham
4250,omg joanna freaking looked thru friend find photo asking stuff myspace even logged like year,ham
4251,send birthdate month year tel life partner name method calculation reply must,ham
4252,juz havent woke bit blur blur dad went liao cant cum oso,ham
4253,clothes jewelry trip,ham
4254,block breaker come deluxe format new feature great graphic mobile buy currencynumber replying get bbdeluxe take challenge,spam
4255,aah cuddle would lush need lot tea soup kind fumbling,ham
4256,important information number orange user today lucky day numberfind log onto http www urawinner com fantastic surprise awaiting,spam
4257,late,ham
4258,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish,ham
4259,plan family set stone,ham
4260,pls forget study,ham
4261,never believe actually got taunton wow,ham
4262,den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,ham
4263,broke list reason nobody town tell sarcastic faggy,ham
4264,lt decimal gt common car better buy china asia find le expensive holla,ham
4265,greatest test courage earth bear defeat without losing heart gn tc,ham
4266,sorry stil fucked last nite went tobed number got number work number,ham
4267,hey whats plan sat,ham
4268,beauty sleep help pimple,ham
4269,great hope using connection mode men also co never know old friend lead today,ham
4270,natalja number f inviting friend reply yes number number see www sm ac natnumber stop send stop frnd number,spam
4271,get,ham
4272,kind missed train co asthma attack nxt one half hr driving sure park,ham
4273,ball moving lot spin last difficult bat,ham
4274,haiyoh maybe hamster jealous million,ham
4275,please send aunty number,ham
4276,glad following dream,ham
4277,reached home finally,ham
4278,urgent important information number user today lucky day number find log onto http www urawinner com fantastic surprise awaiting,spam
4279,winner valued network customer selected receivea currencynumber prize reward claim call number claim code klnumber valid number hour,spam
4280,wn r hurt prsn close number fight wit dem coz somtimes dis fight save relation bt quiet leaf nothin relation gud eveb,ham
4281,call,ham
4282,science tell chocolate melt sunlight please walk sunlight bcoz want loss sweet friend,ham
4283,yes come nyc audiitions trying relocate,ham
4284,pocked,ham
4285,congrats great wanted tell tell score co might make relax motivating thanks sharing,ham
4286,wud never mind miss need wil really hurt wen need amp tell take care,ham
4287,hey mr whats name bill brison book one language word,ham
4288,okay good problem thanx,ham
4289,information ikea spelled cap yelling thought left sitting bed among mess came said going got home class please try bullshit make want listen le,ham
4290,call done,ham
4291,g w r,ham
4292,best watch say cause get drunk motherfucker,ham
4293,kit strip billed numberp netcollex ltd po box number ignumber oja,spam
4294,hmv bonus special number pound genuine hmv voucher answer number easy question play send hmv number info www numberpercent real com,spam
4295,please call number immediately urgent message waiting,spam
4296,thesmszone com let send free anonymous masked message sending message see potential abuse,spam
4297,well done number costa del sol holiday currencynumber await collection call number toclaim sae tc poboxnumber stockport sknumberxh costcurrencynumber pm maxnumbermins,spam
4298,hurt tease make cry end life die plz keep one rose grave say stupid miss nice day bslvyl,ham
4299,erm woodland avenue somewhere get parish magazine telephone number,ham
4300,ta job available let know please co really need start working,ham
4301,aiyar hard number type later free tell call n scold n tell,ham
4302,yup free,ham
4303,good good billy mate gone jogging enjoy concert,ham
4304,yo come carlos soon,ham
4305,awww dat sweet think something nice time tonight ill probably txt later co lonely xxx,ham
4306,guess useless calling number something important,ham
4307,ha ha popped loo hello ed hello,ham
4308,dint tell anything angry told abi,ham
4309,someone know asked dating service number contact cant guess call number revealed po boxnumber mnumber numberwu,spam
4310,happens r numberwaxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,ham
4311,keep ten r shelf buy two egg,ham
4312,well babe swollen gland throat end,ham
4313,change number da report big co already made change number da previous report,ham
4314,captain room,ham
4315,speak bcaz mobile problem listen cann listen voice call later,ham
4316,hiya stu wot number much truble home moment evone hate even wot hell av done wont tell text bck please luv dan,ham
4317,take mokka player,ham
4318,still playing gautham,ham
4319,hey mr going sea view couple gay mean game give bell ya finish,ham
4320,k jason say gonna around around lt gt,ham
4321,sorry able get see morning,ham
4322,aight well keep informed,ham
4323,number sir,ham
4324,searching good dual sim mobile pa,ham
4325,seems unnecessarily hostile,ham
4326,dude got haircut breezy,ham
4327,congrats number mobile numberg videophones r call number videochat wid mate play java game dload polyh music noline rentl bxnumber ipnumber numberwe numberpm,spam
4328,numberapple day doctor numbertulsi leaf day cancer numberlemon day fat numbercup milk day bone problms number litre watr day disease snd th number care,ham
4329,thought king hill thing,ham
4330,nope come online,ham
4331,also tell said happy birthday,ham
4332,bishan lei tot _ say lavender,ham
4333,boo time get supposed take shopping today,ham
4334,sound like manky scouse boy steve like travelling da bus home wot inmind number recreation dis eve,ham
4335,fyi taking quick shower epsilon like lt gt min,ham
4336,tuesday night r number real,ham
4337,yes appt,ham
4338,got outta class gonna go gym,ham
4339,want sent lt gt mesages today thats sorry hurt,ham
4340,write wat,ham
4341,ha say read anything way seemed like number judgemental save friday pub,ham
4342,valentine game send dis msg friend number answer r someone really love ques colour suit best,ham
4343,hi asked waheeda fathima leave,ham
4344,enjoy urself tmr,ham
4345,still around could use half numberth,ham
4346,number secret admirer looking number make contact find r reveal think special call number,spam
4347,give u back id proof lt gt r wont allow work come home within day,ham
4348,bot note oredi co juz rem got,ham
4349,yes rent expensive way save,ham
4350,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng,ham
4351,hows pain dear r smiling,ham
4352,fun fact although would think armand would eventually build tolerance shit considering much smoke get fucked like number hit,ham
4353,important information number orange user numberxxxxxxx today lucky day numberfind log onto http www urawinner com fantastic surprise awaiting,spam
4354,sorry help,ham
4355,great send account number,ham
4356,hellogorgeous hows fone charge lst nitw wen texd hopeu ad nice wkend sure lookin numberward number c numbermrw luv jaz,ham
4357,dating service asked number contact someone shy call number revealed poboxnumber mnumber numberuz numberp,spam
4358,send content page,ham
4359,night sweet sleep well see exorcism emily rose may never sleep hug snogs,ham
4360,think got think use got good ninumber,ham
4361,right second gotta hit people first,ham
4362,evry emotion dsn hav word evry wish dsn hav prayrs smile world wit othrwise even drop tear dsn lik number stay wit b happy good morning keep smiling,ham
4363,remember,ham
4364,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,ham
4365,mm yes dear look hugging p,ham
4366,like dis sweater fr mango size already irritating,ham
4367,number number number gonna massive pain as rather get involved possible,ham
4368,anytime lor,ham
4369,want new video handset number time network min unlimited text camcorder reply call number del sat,spam
4370,purity friendship two smiling reading forwarded message smiling seeing name gud evng,ham
4371,balance currencynumber next question complete landmark big bob b barry c ben text b c number good luck,spam
4372,fine absolutly fine,ham
4373,k sure consent form v,ham
4374,tonexs subscription renewed charged currencynumber choose number polys month www clubzed co uk billing msg,spam
4375,prize go another customer c www c biz number numberp min polo ltd suite number london wnumberj numberhl please call back busy,spam
4376,much torch numberja,ham
4377,nothing dinner w u,ham
4378,checking,ham
4379,done internet connection v slow send try later first thing tomo,ham
4380,mathews tait edward anderson,ham
4381,yeah sure thing mate haunt got stuff sorted going sound anyway promoting hex way know number joke,ham
4382,need lar go engin co si art today,ham
4383,thanks honey still heard anything leave bit longer number crowd try later great advice thanks hope cardiff still,ham
4384,want new nokia numberi colour phone delivered tomorrow number free minute mobile number free text free camcorder reply call number,spam
4385,snowboarding trip wondering planning get everyone together befor go meet greet kind affair cheer,ham
4386,watching live,ham
4387,see christmassy,ham
4388,k ready lt gt,ham
4389,know god created gap finger one made come amp fill gap holding hand love,ham
4390,greatest test courage earth bear defeat without losing heart gn tc,ham
4391,new year plan,ham
4392,recpt number number ordered ringtone order processed,spam
4393,baaaaaaaabe wake miss crave need,ham
4394,got message ignoring yes shopping,ham
4395,dear mood cant drive brother drive,ham
4396,dad get back,ham
4397,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria le expensive much le expensive unless getting citizen rate new zealand,ham
4398,yes finished watching day life love,ham
4399,juz go google n search number qet,ham
4400,many time lose best one bcoz,ham
4401,good friend care close friend understand true friend stay forever beyond word beyond time gud ninumber,ham
4402,getting back home,ham
4403,sorry call later lt gt min,ham
4404,dun need use dial juz open da browser n surf,ham
4405,one registered subscriber enter draw number number g b gift voucher replying enter unsubscribe text stop,spam
4406,awesome plan get time like lt gt text detail wee bit,ham
4407,take care sleep well need learn change life need get convinced wait conversation u get convinced time family many sens respect overemphasise role life,ham
4408,chance win free bluetooth headset simply reply back adp,spam
4409,also didnt get na hi hi hi hi hi,ham
4410,ya cant display internal sub gotta extract,ham
4411,said anything wrong sorry de,ham
4412,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish,ham
4413,stupid say challenge god think write instead respond immed,ham
4414,yeah able text ready meet,ham
4415,v skint fancied bevy waz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey make hav gd night,ham
4416,say quitting leastnumbertimes day wudn take much notice nah mind gonna see want come taunton tonight tell,ham
4417,get free call,ham
4418,little darling far week need coffee run tomo believe time week already _,ham
4419,ok msg bnumber leave house,ham
4420,still west coast haiz take forever come back,ham
4421,mmm fuck merry christmas,ham
4422,alright thanks advice enjoy night try get sleep,ham
4423,update face book status frequently,ham
4424,saw message k da,ham
4425,something ate,ham
4426,bank say money,ham
4427,aiyar dun disturb liao thk lot number aft cupboard come,ham
4428,hey r watching movie tonight prob b home early,ham
4429,yar lor noe used dat route,ham
4430,numbermro coming gym machan goodnight,ham
4431,think need yellow card uk travel ask someone gone lt gt buck,ham
4432,look number da lib got stuff havent finish yet,ham
4433,sound great going sleep good night,ham
4434,b floppy b snappy happy gay chat service photo upload call number numberp min number stop text call number,spam
4435,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,ham
4436,come got nothing,ham
4437,nothing ever easy looking reason take risk life love,ham
4438,want grasp pretty booty,ham
4439,got tea sure flavour,ham
4440,going number orchard laready reaching soon reaching,ham
4441,dear denying word please,ham
4442,know old dom told yesterday name roger got touch last night want meet today number pm,ham
4443,come back tampa ffffuuuuuuu,ham
4444,number celebrate bday else,ham
4445,merry christmas annie,ham
4446,please tell special stock talking,ham
4447,sent like,ham
4448,urgent awarded complimentary trip eurodisinc trav aco entrynumber currencynumber claim txt dis number number number currencynumber morefrmmob shracomorsglsuplt number lsnumber numberaj,spam
4449,awesome minute,ham
4450,problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want know upset listen tell going upset want surprised mad,ham
4451,told everything stop let get dehydrated,ham
4452,guess lt gt min,ham
4453,home ard wat time reach,ham
4454,storming msg wen lift phne say hello knw wt real meaning hello name girl yes knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one numberget name person,ham
4455,want mapquest something look usf dogwood drive,ham
4456,aight plan come later tonight,ham
4457,die accidentally deleted e msg suppose number put e sim archive haiz sad,ham
4458,welcome uk mobile date msg free giving free calling number future mg billed numberp daily cancel send go stop number,spam
4459,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry,ham
4460,thanks reply today visa coming r still buying gucci bag sister thing easy uncle john also bill really need think make money later sha,ham
4461,sorry flaked last night shit seriously goin roommate tonight,ham
4462,said look pretty wif long hair wat thk cutting quite short number leh,ham
4463,ranjith cal drpd deeraj deepak numbermin hold,ham
4464,cheer callin babe sozi culdnt talkbut wannatell detail later wenwecan chat properly x,ham
4465,hey still gym,ham
4466,said mind go bedroom minute ok sed sexy mood came number minuts latr wid cake n wife,ham
4467,much better thanks lol,ham
4468,nothing smsing n xy lor sorry lor da guy neva c person sort know lor wan number meet xy ask number bring along number next meeting,ham
4469,lemme know swing pick free basically time number semester,ham
4470,wa efficient gee thanx,ham
4471,number received mobile content enjoy,spam
4472,able sleep,ham
4473,want explicit sex number sec ring number cost numberp min,spam
4474,meet soon princess ttyl,ham
4475,pick numberpm go taunton still want come,ham
4476,oh number outside player allowed play know,ham
4477,anything lor,ham
4478,erutupalam thandiyachu,ham
4479,cant try new invention fly joking,ham
4480,ful song lyric,ham
4481,reckon need number arrange transport thanks,ham
4482,true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing,ham
4483,shopping eh ger toking abt syd leh haha,ham
4484,standing,ham
4485,good weekend,ham
4486,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win,ham
4487,call get chance plz lt number,ham
4488,new deus ex game comin early next yr,ham
4489,computer fried essential part keep spare fucking idiot roommate looovvve leaving thing running full lt gt number,ham
4490,friend studying warwick planned go shopping concert tmw may canceled havn seen age yeah get together sometime,ham
4491,probably couple hour top,ham
4492,lol grin babe thanks thinking,ham
4493,man bus slow think gonna get,ham
4494,hope text meet smiling let text give reason smile beautiful day,ham
4495,case wake wondering forgot take care something grandma today done parade,ham
4496,ok,ham
4497,latest nokia mobile ipod mpnumber player currencynumber proze guaranteed reply win number norcorp ltd currencynumber number mtmsgrcvdnumber,spam
4498,sm service inclusive text credit pls goto www comuk net login numberqxjnumber unsubscribe stop extra charge help number comuk number cmnumber numberae,spam
4499,nvm take time,ham
4500,wat da decision,ham
4501,wot number bitch,ham
4502,stupid possible,ham
4503,told hr want posting chennai working,ham
4504,mobile club choose top quality item mobile numbercfcanumbera,spam
4505,guy leaving,ham
4506,neva grumble sad lor hee buy tmr lor aft lunch still meetin number lunch tmr neva hear fr lei got lot work ar,ham
4507,able anything,ham
4508,takin linear algebra today,ham
4509,weekend fine excuse much decorating,ham
4510,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,ham
4511,project pa come,ham
4512,money wining number number wot next,spam
4513,sure whenever show fuck gt,ham
4514,random saw old roomate campus graduated,ham
4515,congrats number mobile numberg videophones r call number videochat wid mate play java game dload polyh music noline rentl bxnumber ipnumber numberwe numberpm,spam
4516,men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife,ham
4517,suck got planned yo valentine yo valentine,ham
4518,got part nottingham number hr numbermiles good thing love man much numbermph hey ho,ham
4519,think one saying clearly ok leave need ask go come,ham
4520,hi good mornin thanku wish,ham
4521,want number meet numbermorro,ham
4522,actually decided hungry left yet v,ham
4523,sent _ part,ham
4524,co shopping wif darren jus n called number ask wat present wan lor started guessing wif n finally guessed darren lor,ham
4525,want cock hubby away need real man number satisfy txt wife number string action txt stop number end txt rec currencynumberea otbox number lanumber numberws,spam
4526,understand loss gain work school,ham
4527,missed havent number much bit bored holiday want number go bak number college sad isnt xx,ham
4528,hiya probably coming home weekend next,ham
4529,forget though love walk beside watching keeping heart warm,ham
4530,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly,ham
4531,ok day making dinner tonite invited,ham
4532,grnumber new service live sex video chat mob see sexiest dirtiest girl live phone number detail text horny number cancel send stop number,spam
4533,money number steve mate,ham
4534,late tellmiss way,ham
4535,never blame day life good day give happiness bad day give experience essential life god blessing good morning,ham
4536,normally use drink water daily,ham
4537,dare ask luck sorting car,ham
4538,party place usf charge contribute way greatly appreciated yeah got room one,ham
4539,urgh coach hot smell chip fat thanks especially duvet predictive text word,ham
4540,hiya last night naughty bought clothes little ready shopping tho kind time wanna meet,ham
4541,freemsg hi baby wow got new cam moby wanna c hot pic fancy chat wnumberin numberutxt rply chat number hlp number msgnumberp numberrcv,spam
4542,trying reach without success,ham
4543,derek done class,ham
4544,never lei v lazy got wat dat day _ send da url cant work one,ham
4545,never try alone take weight tear come heart fall eye always remember stupid friend share bslvyl,ham
4546,hey mate spoke mag people deliver end month deliver numberth sept talk later,ham
4547,hope good week checking,ham
4548,haha friend tyler literally asked could get dubsack,ham
4549,hey fancy meetin number cha hav lil beverage txt ring meet lnumberr quite tired got number v pist love pete x x x,ham
4550,great safe trip panic surrender,ham
4551,symptom love number like listening song number get stopped see name beloved number get angry,ham
4552,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt noe hor,ham
4553,try something dear read something exam,ham
4554,number wonder world numberth numberth style numberth smile numberth personality numberrd nature numbernd sm numberst lovely friendship good morning dear,ham
4555,gettin rdy ship comp,ham
4556,hospital da return home evening,ham
4557,piss talking someone realise point read backwards,ham
4558,think da wil,ham
4559,awake oh,ham
4560,good afternoon boytoy go walking day get police abstract still wake miss babe,ham
4561,much trying get,ham
4562,come around lt decimal gt pm vikky otside nw il come tht time,ham
4563,tell address,ham
4564,honeybee said sweetest world god laughed amp said wait havnt met person reading msg moral even god crack joke gm gn ge gn,ham
4565,buy blackberry bold number torch buy new used let know plus saying buy lt gt g wifi ipad saying lt gt g,ham
4566,together thinkin,ham
4567,hiya hows going sunny africa hope r avin good time give big old silver back big kiss,ham
4568,time come tomorrow,ham
4569,wanna laugh try chit chat mobile logon txting word chat send number cm po box number london wnumbera numberzf number numberp msg rcvd,spam
4570,cha quiteamuzing thatscool babe,ham
4571,omg know ate,ham
4572,urgent numbernd attempt contact currencynumbercall number bnumber numbert csbcmnumberwcnumbernnumberxx callcostnumberppmmobilesvary maxcurrencynumber number,spam
4573,,ham
4574,directly behind abt number row behind _,ham
4575,congratulation awarded number cd voucher numbergift guaranteed free entry number number wkly draw txt music number,spam
4576,contract mobile number mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,spam
4577,urgent call number landline complimentary number ibiza holiday number number cash await collection sae c po box number sknumber numberwp number ppm number,spam
4578,plan yet,ham
4579,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam w al sudn,ham
4580,course math one day one chapter one month finish,ham
4581,wow think common take back freak unless chop,ham
4582,chance win currencynumber wkly shopping spree txt shop number c www txt number shop com custcare number numberxnumberp wk,spam
4583,noooooooo please last thing need stress life fair,ham
4584,secret admirer looking number make contact find r reveal think special call number stopsms numberppm,spam
4585,mila agenumber blonde new uk look sex uk guy like fun text mtalk number numberpp txt numberst numberfree currencynumber increment helpnumber,spam
4586,see swing bit got thing take care firsg,ham
4587,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya,ham
4588,finished work yet something,ham
4589,tomorrow going theatre come wherever call tell come tomorrow,ham
4590,well done england get official poly ringtone colour flag yer mobile text tone flag number opt txt eng stop boxnumber wnumberwx currencynumber,spam
4591,right wasnt phoned someone number like,ham
4592,ok wun b angry msg aft come home tonight,ham
4593,good time nice something bit different weekend change see ya soon,ham
4594,yo sorry shower sup,ham
4595,carlos pick swing usf little bit,ham
4596,full heat pa applyed oil pa,ham
4597,stuck da middle da row da right hand side da lt,ham
4598,laid airtel line rest,ham
4599,hi decide wot number get number bday ill prob jus get voucher frm virgin sumfing,ham
4600,freemsg txt call number claim reward number hour talk time use phone subscribenumbergbp mnth inc numberhrs number stop txtstop,spam
4601,hey j r feeling better,ham
4602,plan staying night prolly back til late,ham
4603,thanx number puttin da fone,ham
4604,need numberth campus atm could pick hour two,ham
4605,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch,ham
4606,running managed number minute needed oxygen might resort roller option,ham
4607,live next lt gt min,ham
4608,de asking like,ham
4609,glad talking,ham
4610,wat time _ finish,ham
4611,sorry da gone mad many pending work,ham
4612,much got cleaning,ham
4613,hows favourite person today r workin hard sleep last nite nearly rang number,ham
4614,sunshine quiz win super sony dvd recorder canname capital australia text mquiz number b,spam
4615,called dad oredi,ham
4616,good think could send pix would love see top bottom,ham
4617,nvm going wear sport shoe anyway going late leh,ham
4618,sorry call later meeting,ham
4619,long fuckin showr,ham
4620,received understood n acted upon,ham
4621,finally came fix ceiling,ham
4622,need presnts always bcz cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got mi,ham
4623,jus finish blowing hair finish dinner already,ham
4624,bus love,ham
4625,lol knew saw dollar store,ham
4626,please call customer service representative number number number numberam numberpm guaranteed currencynumber cash currencynumber prize,spam
4627,today voda number ending number selected receive currencynumber reward match please call number quoting claim code number standard rate apply,spam
4628,saturday sunday holiday difficult,ham
4629,everybody fun evening miss,ham
4630,got hella gas money want go grand nature adventure galileo little bit,ham
4631,meeting call later,ham
4632,oh wow thats gay firmware update help,ham
4633,move morphine,ham
4634,come din c _ yup cut hair,ham
4635,k k pa lunch aha,ham
4636,oh ho first time use type word,ham
4637,captain vijaykanth comedy captain tv drunken,ham
4638,course guess god got hold right,ham
4639,hide anythiing keeping distance,ham
4640,havent,ham
4641,ripped get mobile content www clubmoby com call number poly true pix ringtones game six downloads number,spam
4642,sorry din lock keypad,ham
4643,got person story,ham
4644,planning come chennai,ham
4645,tried contact reply offer video phone number anytime network min half price line rental camcorder reply call number,spam
4646,god created gap btwn finger dat sumnumber vry special fill gap holding hand plz ask created much gap leg,ham
4647,okay going sleep later,ham
4648,please protect e threat sib never asks sensitive information like password atm sm pin thru email never share password anybody,ham
4649,finally happened aftr decade beer cheaper petrol goverment expects u drink drive,ham
4650,currencynumber xmas reward waiting computer randomly picked loyal mobile customer receive currencynumber reward call number,spam
4651,r e meeting tmr,ham
4652,lol yes add spice day,ham
4653,hope great day,ham
4654,prasanth ettans mother passed away last night pray family,ham
4655,k work something,ham
4656,private number account statement show number un redeemed point call number identifier code number expires number number number,spam
4657,message great doctor india number drink appy fizz contains cancer causing age,ham
4658,cant pick phone right pls send message,ham
4659,call tell infront call,ham
4660,ok prob,ham
4661,lady first genus second k,ham
4662,yes please swimming,ham
4663,mum going robinson already,ham
4664,ok set let noe e detail later,ham
4665,tel software name,ham
4666,send print out da,ham
4667,realy soz imat mum numbernite numbermoro,ham
4668,born god said oh another idiot born,ham
4669,didnt get full msg sometext missing send,ham
4670,probably almost gas get cash tomorrow,ham
4671,customer service announcement recently tried make delivery unable please call number schedule ref number,spam
4672,forgot number ask _ smth card da present lei want number write smth sign,ham
